filename,framework,strategy,timestamp,first-contentful-paint,largest-contentful-paint,cumulative-layout-shift,total-blocking-time
run_1.json,svelte,code-splitting,2025-07-16T23-14,966.2898749999999,1515.009675,0.4818506765444915,34
run_10.json,svelte,code-splitting,2025-07-16T23-14,907.278125,1427.015875,0.4818506765444915,36.49999999999994
run_11.json,svelte,code-splitting,2025-07-16T23-14,905.8361249999999,1419.4759749999998,0.4818506765444915,38.5
run_12.json,svelte,code-splitting,2025-07-16T23-14,907.5341249999999,1431.612075,0.4818506765444915,43.50000000000006
run_13.json,svelte,code-splitting,2025-07-16T23-14,908.640875,1429.0119249999998,0.4818506765444915,38.5
run_14.json,svelte,code-splitting,2025-07-16T23-14,908.067,1427.5274,0.4818506765444915,37.00000000000006
run_15.json,svelte,code-splitting,2025-07-16T23-14,905.9513749999999,1424.471525,0.4818506765444915,39.99999999999994
run_16.json,svelte,code-splitting,2025-07-16T23-14,908.83275,1429.49505,0.4818506765444915,33.49999999999994
run_17.json,svelte,code-splitting,2025-07-16T23-14,968.0721249999999,1426.7086749999999,0.4818506765444915,30.000000000000057
run_18.json,svelte,code-splitting,2025-07-16T23-14,908.117,1428.3989,0.4818506765444915,43.50000000000006
run_19.json,svelte,code-splitting,2025-07-16T23-14,906.4206250000001,1423.038375,0.4818506765444915,32.5
run_2.json,svelte,code-splitting,2025-07-16T23-14,971.7796249999999,1430.080175,0.4818506765444915,28.000000000000057
run_20.json,svelte,code-splitting,2025-07-16T23-14,907.2873749999999,1428.2927249999998,0.4818506765444915,31.999999999999943
run_21.json,svelte,code-splitting,2025-07-16T23-14,907.7950000000001,1428.772,0.4818506765444915,46
run_22.json,svelte,code-splitting,2025-07-16T23-14,969.3560000000001,1428.2672,0.4818506765444915,30
run_23.json,svelte,code-splitting,2025-07-16T23-14,905.703125,1419.803375,0.4818506765444915,38
run_24.json,svelte,code-splitting,2025-07-16T23-14,908.5707500000001,1432.62365,0.4818506765444915,39.5
run_25.json,svelte,code-splitting,2025-07-16T23-14,908.5140000000001,1425.6618000000003,0.4818506765444915,45
run_26.json,svelte,code-splitting,2025-07-16T23-14,906.3345,1423.2149,0.4818506765444915,30.5
run_27.json,svelte,code-splitting,2025-07-16T23-14,904.9625000000001,1419.614,0.4818506765444915,35.49999999999994
run_28.json,svelte,code-splitting,2025-07-16T23-14,907.2069999999999,1426.5223999999998,0.4818506765444915,34.49999999999994
run_29.json,svelte,code-splitting,2025-07-16T23-14,906.1171250000001,1421.7756750000003,0.4818506765444915,35.5
run_3.json,svelte,code-splitting,2025-07-16T23-14,907.42425,1425.39885,0.4818506765444915,42.49999999999994
run_30.json,svelte,code-splitting,2025-07-16T23-14,905.049,1424.5798,0.4818506765444915,35.99999999999994
run_4.json,svelte,code-splitting,2025-07-16T23-14,907.3197500000001,1365.82145,0.4818506765444915,31.5
run_5.json,svelte,code-splitting,2025-07-16T23-14,907.729875,1426.552225,0.4818506765444915,41.5
run_6.json,svelte,code-splitting,2025-07-16T23-14,910.3933749999999,1429.8194249999997,0.4818506765444915,41
run_7.json,svelte,code-splitting,2025-07-16T23-14,907.2596250000001,1422.542175,0.4818506765444915,43.50000000000006
run_8.json,svelte,code-splitting,2025-07-16T23-14,965.8051249999999,1424.212775,0.4818506765444915,33.49999999999994
run_9.json,svelte,code-splitting,2025-07-16T23-14,904.8135,1420.3527,0.4818506765444915,37.49999999999994
